,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.481570610064689,-1.6033895585173104,0.8066868022889943,0.9052815866272829,-1.143395706784223,0.9366194577204471,-0.4723454606440835,-1.5247578574576504,0.4861689860846872,0.39445949773957295,-1.2263877844045359,-0.2718828041056997,-0.8207450780108425,-0.2902117502770564,-1.2455396150610014,-0.621985447372268,1.0602597247337957,0.025967176785109253,-0.36847704548902127,-0.08312056380298985,-0.30662686572574854,-0.5472377246126311,-0.40559177704461136,0.09323845546133173,-0.03396447227400447,3
1,-4.35110359869178,-0.09053665520543272,1.7453565542800407,1.5708764492335079,-0.39054909638938434,-0.6487835454847877,-1.5584085671155306,-0.04517107294482867,0.967207591188581,0.6649335545974964,-1.865817179486613,1.267217475664589,0.07611353460110128,0.24843679817201406,0.11744503582533941,-0.04357818270953055,0.5131525822384306,-0.3740788027435859,0.4266503019470256,-0.9739126582681351,-0.2527495510892097,-0.54330335779364,-0.3540796351133429,0.11915431980163721,-0.09498032370174952,3
2,-4.229655657254221,2.5973118030424645,3.680209763108178,-0.22905379364394693,-1.5934087544184292,-0.4213883785156533,0.07958173775110869,1.3267444891059121,0.456918834719954,1.9322588011230555,0.08315959066614677,2.2083569356345283,-1.4405057522652138,0.008180806027260923,-0.6275569728221886,-1.3001372124256183,-0.44759275838555546,0.4093467492044933,0.6385620016529112,0.07001993056707961,-0.07551616047875756,-0.2601779187573039,0.2686249035782141,-0.7910707062923269,-0.39746361448637246,4
3,3.0437071322091622,0.5829470674651549,3.1957491727257694,3.4607614474076995,1.8498699993274255,1.8299243870766246,0.695813606059634,-0.3126102148025104,-0.11366079428031269,-0.15828467286124176,-0.04395281114569802,-1.4170101211296673,-0.47785399560512426,0.9889082949078316,-1.0307617425974533,1.1700722875013743,-0.20930828160755005,0.927810017865324,-1.458623431478624,0.7611663270239932,0.2592321646275929,-0.4424618726368013,0.26652793146528636,0.5316054043921667,-0.1691345417548625,3
4,-4.2509500881373885,5.953783033514021,-0.27852334086357267,0.8718071607086221,2.2982448212082596,-1.620463333837675,-0.0010463725685931635,-0.48272671504059655,0.718200177595839,1.0721021833418278,-1.6769404672999755,0.024587542996023865,-0.7359701419109658,-0.14718279779586496,1.4993921492119142,0.823373126777842,0.3506393620870141,-0.3096225253173178,0.7830879649353503,-1.2915470777647615,-0.012180507793398814,-0.5265336311804473,-0.43539906703340386,0.023354009315881587,-0.4461266439771189,3
5,-3.340230961837161,-1.714131299883547,0.9017692488970045,-0.39908123616295105,-2.0076363310535075,-0.6791159931566482,-1.0095268768838592,1.150255422256518,0.3215606387955437,1.3237148730679404,1.8639142068764154,1.9306988050308425,1.3995880526535927,0.19140831221190402,-1.1098254062623152,0.599131782906149,0.4075745445640359,-0.1534700705193974,-0.5717584737825073,1.1807379498217587,-0.10190589065259259,-0.5671321337951125,-0.46463369436443186,-0.08550509555983621,-0.6156044147387425,4
6,-0.3542630374618557,4.422632191090707,-1.374659647483618,1.2742417212621246,-0.8422363749465528,-0.19419518571997096,-0.45381646192833913,-0.6087104199897723,0.8873472617786813,0.2560095659096294,-1.1575838509691612,1.270157027353117,-0.6685952583346505,-0.48086847078574185,1.6587804728299733,-0.4604453078875471,0.40082297592414645,-0.23587455741254626,0.7967355289610425,-0.9533535258078072,-0.014343671369606688,-0.5748434646339734,-0.27154396457729146,0.14347616603781826,0.29193540701831316,3
7,-3.287653367173542,3.9991890833040196,-0.23477350217248444,-0.8303155671370397,-1.0964791189495469,-2.857193608191778,1.3429703327104237,-1.2964058035810015,-0.7587261965201474,-0.9111803971154785,1.608768605696033,0.7053059257360506,0.7065642117745548,-0.06440235895168184,-0.6740589079971818,-0.33836257381602786,-0.8848716259540547,1.6297234911590692,-0.24534990160362552,-0.6205314842613431,-0.470666902459351,0.7238210371681172,0.4472819886999739,-0.6259420352907751,-0.6504070537993736,3
8,-3.1355116557312286,6.30290455787462,0.13409033041820587,-0.8992507777541155,0.7533115870746906,-1.2297128162525734,1.6122213724176269,1.681755414667569,-1.6339642645957302,0.6586103851950244,-0.5915693420216234,0.35154764105619557,-0.10389321396135333,0.5209906961905493,-1.15255565106279,-0.9339175308873476,-0.04324223050494655,-1.6220178696406842,0.8851412235238366,1.3151580517381853,0.3606691034643384,0.6009230652786723,-0.5183360251732427,-0.10887160347122227,-0.3030147273030393,3
9,-3.3050782729039128,1.7149710200363293,-1.2347057776523715,-1.122765686015371,0.156247162282811,-0.0031637781355108485,-2.389669979346003,-0.7045129631826546,-0.0067657111830035956,-1.3891972079028139,1.2672366394634613,0.01118353034072669,0.14590017924036844,-0.007067816723790974,-0.2742608405677082,-0.10345429610677243,-1.052961053432289,-0.7223357702455617,-0.8471871065000303,-0.026844300291748183,-0.3718962819965688,0.6719960454908102,-0.0857611645288909,-0.6112283880209967,0.3098009834373531,3
